iso3,year,event_date,source,admin1,admin2,location,event_type,sub_event_type,interaction,fatalities,timestamp,latitude,longitude,geo_precision,time_precision
ZWE,2018,2018-04-29,Bulawayo24,Masvingo,Chivi,Chivi,Riots,Violent demonstration,50,0,1618597728,-20.3073,30.5102,1,1
ZWE,2018,2018-04-29,Bulawayo24,Mashonaland East,Seke,Seke,Riots,Violent demonstration,50,0,1618597728,-18.123,31.2733,1,1
ZWE,2018,2018-04-29,Bulawayo24,Mashonaland East,Murehwa,Macheke,Riots,Violent demonstration,50,0,1618597728,-18.15,31.85,1,1
ZWE,2018,2018-04-29,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-04-29,Bulawayo24,Mashonaland West,Chegutu Urban,Chegutu,Riots,Mob violence,55,0,1618597728,-18.1333,30.15,1,1
ZWE,2018,2018-04-29,Bulawayo24,Mashonaland East,Murehwa,Murehwa,Riots,Mob violence,55,0,1618597728,-17.6469,31.7775,1,1
ZWE,2018,2018-04-29,Bulawayo24,Mashonaland West,Sanyati,Sanyati,Riots,Violent demonstration,15,0,1618597728,-17.9527,29.3033,1,1
ZWE,2018,2018-04-29,New Zimbabwe,Mashonaland Central,Mazowe,Concession,Riots,Mob violence,57,0,1618597728,-17.3981,30.9461,1,1
ZWE,2018,2018-04-29,Bulawayo24,Manicaland,Mutare Urban,Mutare,Riots,Violent demonstration,50,0,1618597728,-18.9707,32.6709,1,1
ZWE,2018,2018-04-29,Zimbabwe Peace Project,Harare,Harare Urban,Mbare,Riots,Mob violence,55,0,1618597728,-17.8581,31.0372,1,1
ZWE,2018,2018-04-29,Zimbabwe Peace Project,Masvingo,Masvingo Urban,Masvingo,Violence against civilians,Attack,37,0,1618597728,-20.0833,30.8333,1,1
ZWE,2018,2018-04-29,Local Source,Harare,Epworth,Epworth,Riots,Mob violence,57,0,1635809741,-17.8794,31.1244,1,1
ZWE,2018,2018-04-28,Local Source,Mashonaland East,Goromonzi,Goromonzi,Violence against civilians,Attack,17,0,1635809741,-17.85,31.3833,1,1
ZWE,2018,2018-04-25,Bulawayo24,Midlands,Kwekwe Urban,Kwekwe,Violence against civilians,Attack,37,0,1618597728,-18.9166,29.8167,1,2
ZWE,2018,2018-04-25,Newsday (Zimbabwe),Masvingo,Chiredzi Urban,Chiredzi,Riots,Mob violence,55,0,1618597728,-21.05,31.6667,1,2
ZWE,2018,2018-04-25,Newsday (Zimbabwe),Mashonaland West,Chinhoyi Urban,Chinhoyi,Riots,Mob violence,55,0,1618597728,-17.3666,30.2,2,2
ZWE,2018,2018-04-25,Newsday (Zimbabwe),Harare,Epworth,Epworth,Riots,Mob violence,55,0,1618597728,-17.8794,31.1244,1,1
ZWE,2018,2018-04-24,Mining Weekly,Manicaland,Mutare,Marange,Riots,Violent demonstration,15,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-24,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-23,Newsday (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-23,Mining Weekly,Manicaland,Mutare,Marange,Protests,Peaceful protest,60,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-23,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-22,Local Source,Harare,Harare Urban,Mufakose,Violence against civilians,Attack,37,0,1638981221,-17.8663,30.9272,1,1
ZWE,2018,2018-04-21,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-20,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-20,AFP,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-20,Local Source,Harare,Harare Urban,Harare,Riots,Mob violence,57,0,1635809741,-17.8277,31.0534,1,1
ZWE,2018,2018-04-18,Bulawayo24,Mashonaland Central,Bindura Urban,Bindura,Violence against civilians,Abduction/forced disappearance,17,0,1635809741,-17.2964,31.3297,1,1
ZWE,2018,2018-04-17,Newsday (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Riots,Violent demonstration,15,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-04-16,Newsday (Zimbabwe),Mashonaland East,Marondera Urban,Marondera,Violence against civilians,Abduction/forced disappearance,37,0,1618597728,-18.1833,31.55,1,1
ZWE,2018,2018-04-16,Newsday (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-04-16,Herald (Zimbabwe),Harare,Chitungwiza,Chitungwiza,Riots,Violent demonstration,57,0,1618597728,-18.0127,31.0756,1,1
ZWE,2018,2018-04-15,Local Source,Harare,Epworth,Epworth,Violence against civilians,Attack,37,0,1618597728,-17.8794,31.1244,1,1
ZWE,2018,2018-04-15,Africa News,Masvingo,Gutu,Gutu,Violence against civilians,Attack,17,0,1635809741,-19.65,31.1667,2,1
ZWE,2018,2018-04-15,Local Source,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,37,0,1635809741,-18.0127,31.0756,1,1
ZWE,2018,2018-04-13,Herald (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-13,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Riots,Mob violence,57,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-04-12,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-04-12,Herald (Zimbabwe),Masvingo,Masvingo Urban,Masvingo,Riots,Violent demonstration,15,0,1618597728,-20.0833,30.8333,1,1
ZWE,2018,2018-04-11,Bulawayo24,Matabeleland South,Bulilima,Figtree,Strategic developments,Looting/property destruction,30,0,1618597728,-20.3734,28.3192,1,1
ZWE,2018,2018-04-09,263chat ZW,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-07,Newsday (Zimbabwe),Manicaland,Makoni,Makoni,Protests,Peaceful protest,60,0,1618597728,-18.7166,31.9833,2,1
ZWE,2018,2018-04-07,Local Source,Midlands,Kwekwe Urban,Kwekwe,Riots,Mob violence,57,0,1635809741,-18.9166,29.8167,1,1
ZWE,2018,2018-04-05,Newsday (Zimbabwe),Mashonaland East,Goromonzi,Goromonzi,Riots,Violent demonstration,50,0,1618597728,-17.85,31.3833,1,1
ZWE,2018,2018-04-05,Newsday (Zimbabwe),Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-05,Bulawayo24,Mashonaland Central,Bindura Urban,Bindura,Riots,Mob violence,55,0,1618597728,-17.2964,31.3297,1,1
ZWE,2018,2018-04-05,Afrozone TV,Harare,Harare Urban,Mt. Pleasant,Riots,Mob violence,57,0,1635809741,-17.7769,31.0486,1,1
ZWE,2018,2018-04-04,New Zimbabwe,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-04-03,Local Source,Manicaland,Chipinge Urban,Chipinge,Violence against civilians,Attack,37,0,1634586992,-20.2,32.6167,1,1
ZWE,2018,2018-04-01,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-03-29,Bulawayo24,Mashonaland Central,Mazowe,Mazowe,Strategic developments,Looting/property destruction,30,0,1618597728,-17.5166,30.9667,1,1
ZWE,2018,2018-03-28,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Protests,Protest with intervention,16,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-03-28,ProtectDefenders.eu,Midlands,Kwekwe Urban,Kwekwe,Violence against civilians,Attack,47,0,1618597728,-18.9166,29.8167,1,1
ZWE,2018,2018-03-27,Newsday (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-03-26,Newsday (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-03-23,Bulawayo24,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-03-22,AFP,Harare,Harare Urban,Harare,Strategic developments,Agreement,17,0,1618597728,-17.8277,31.0534,3,1
ZWE,2018,2018-03-21,Herald (Zimbabwe),Matabeleland North,Lupane,Lupane,Riots,Violent demonstration,50,0,1618597728,-18.9333,27.7667,1,1
ZWE,2018,2018-03-19,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1635809741,-17.8277,31.0534,1,1
ZWE,2018,2018-03-17,Local Source,Midlands,Kwekwe Urban,Kwekwe,Violence against civilians,Attack,37,0,1635809741,-18.9166,29.8167,1,1
ZWE,2018,2018-03-17,Local Source,Mashonaland West,Hurungwe,Hurungwe,Violence against civilians,Attack,37,0,1635809741,-17,29.3333,1,1
ZWE,2018,2018-03-16,Herald (Zimbabwe),Matabeleland North,Lupane,Lupane,Protests,Peaceful protest,60,0,1618597728,-18.9333,27.7667,1,1
ZWE,2018,2018-03-15,Local Source,Harare,Epworth,Epworth,Violence against civilians,Attack,37,0,1635809741,-17.8794,31.1244,1,1
ZWE,2018,2018-03-14,New Zimbabwe,Mashonaland East,Hwedza,Wedza,Riots,Mob violence,57,0,1618597728,-18.6167,31.5667,1,1
ZWE,2018,2018-03-14,Newsday (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-03-14,New Zimbabwe,Masvingo,Chivi,Chivi,Protests,Peaceful protest,60,0,1618597728,-20.3073,30.5102,2,2
ZWE,2018,2018-03-14,New Zimbabwe,Mashonaland East,Chikomba,Chivhu,Protests,Peaceful protest,60,0,1618597728,-19.0211,30.8922,1,1
ZWE,2018,2018-03-12,Newsday (Zimbabwe),Mashonaland East,Marondera Urban,Marondera,Protests,Peaceful protest,60,0,1618597728,-18.1833,31.55,1,1
ZWE,2018,2018-03-10,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-03-07,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-03-07,Local Source,Manicaland,Chimanimani,Chimanimani,Violence against civilians,Attack,37,0,1635809741,-19.8,32.8667,1,1
ZWE,2018,2018-03-06,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1635809741,-17.8277,31.0534,1,1
ZWE,2018,2018-03-04,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1635809741,-17.8277,31.0534,1,1
ZWE,2018,2018-03-04,Local Source,Mashonaland West,Chinhoyi Urban,Chinhoyi,Violence against civilians,Attack,37,0,1635809741,-17.3666,30.2,1,1
ZWE,2018,2018-03-04,New Zimbabwe,Bulawayo,Bulawayo,Bulawayo,Riots,Mob violence,55,0,1635809741,-20.15,28.58,1,1
ZWE,2018,2018-03-03,Zimbabwe Standard,Bulawayo,Bulawayo,Bulawayo,Riots,Mob violence,15,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-03-03,Local Source,Mashonaland West,Chinhoyi Urban,Chinhoyi,Violence against civilians,Attack,17,0,1635809741,-17.3666,30.2,1,1
ZWE,2018,2018-03-02,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597728,-19.25,32.2667,1,1
ZWE,2018,2018-03-02,Herald (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-03-01,Herald (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Riots,Violent demonstration,15,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-02-28,New Zimbabwe,Mashonaland East,Marondera Urban,Marondera,Riots,Violent demonstration,50,0,1618597728,-18.1833,31.55,1,1
ZWE,2018,2018-02-26,New Zimbabwe,Matabeleland North,Lupane,Lupane,Riots,Violent demonstration,50,0,1618597728,-18.9333,27.7667,1,1
ZWE,2018,2018-02-26,New Zimbabwe,Bulawayo,Bulawayo,Bulawayo,Riots,Violent demonstration,15,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-02-24,Local Source,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,17,0,1618597728,-18.0127,31.0756,1,1
ZWE,2018,2018-02-23,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-02-22,Africa News,Harare,Harare Urban,Harare,Riots,Mob violence,15,2,1618597728,-17.8277,31.0534,1,1
ZWE,2018,2018-02-20,Newsday (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Riots,Mob violence,57,0,1618597728,-20.15,28.58,1,1
ZWE,2018,2018-02-20,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586993,-17.8581,31.0372,1,1
ZWE,2018,2018-02-20,Newsday (Zimbabwe); Local Source,Manicaland,Buhera,Buhera,Riots,Mob violence,57,0,1638981221,-19.3333,31.4333,2,1
ZWE,2018,2018-02-19,Local Source,Harare,Harare Urban,Kuwadzana,Violence against civilians,Attack,37,0,1634586993,-17.8252,30.9263,1,1
ZWE,2018,2018-02-16,Bulawayo24,Matabeleland North,Lupane,Lupane,Protests,Protest with intervention,16,0,1618597729,-18.9333,27.7667,1,1
ZWE,2018,2018-02-15,Local Source,Mashonaland West,Kariba Urban,Kariba,Violence against civilians,Attack,37,0,1634586993,-16.5166,28.8,1,1
ZWE,2018,2018-02-14,Bulawayo24,Harare,Epworth,Epworth,Violence against civilians,Attack,37,0,1618597729,-17.8794,31.1244,1,2
ZWE,2018,2018-02-14,Bulawayo24,Mashonaland Central,Mount Darwin,Mt. Darwin,Violence against civilians,Attack,37,0,1618597729,-16.7833,31.5833,1,2
ZWE,2018,2018-02-10,Bulawayo24,Matabeleland South,Gwanda Urban,Gwanda,Riots,Mob violence,55,0,1618597729,-20.9333,29,2,1
ZWE,2018,2018-02-10,Newsday (Zimbabwe),Midlands,Gweru Urban,Gweru,Battles,Armed clash,11,0,1618597729,-19.45,29.82,1,1
ZWE,2018,2018-02-09,Bulawayo24,Masvingo,Gutu,Gutu,Violence against civilians,Attack,37,0,1618597729,-19.65,31.1667,2,1
ZWE,2018,2018-02-06,New Zimbabwe,Matabeleland North,Hwange Urban,Hwange,Riots,Mob violence,57,0,1618597729,-18.3693,26.5019,1,1
ZWE,2018,2018-02-06,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586993,-17.8581,31.0372,1,1
ZWE,2018,2018-02-06,Bulawayo24,Harare,Epworth,Epworth,Riots,Mob violence,57,0,1638981221,-17.8794,31.1244,1,1
ZWE,2018,2018-02-04,Newsday (Zimbabwe),Manicaland,Buhera,Buhera,Violence against civilians,Attack,37,0,1618597729,-19.3333,31.4333,1,1
ZWE,2018,2018-02-04,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597729,-19.25,32.2667,1,1
ZWE,2018,2018-02-04,Local Source,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,37,0,1634586993,-18.0127,31.0756,1,1
ZWE,2018,2018-02-02,Newsday (Zimbabwe),Harare,Harare Urban,Glen View,Violence against civilians,Attack,37,0,1618597729,-17.9113,30.9486,1,1
ZWE,2018,2018-02-02,Newsday (Zimbabwe),Matabeleland North,Hwange Urban,Hwange,Protests,Protest with intervention,16,0,1618597729,-18.3693,26.5019,1,1
ZWE,2018,2018-02-01,Local Source,Harare,Harare Urban,Glen View,Violence against civilians,Attack,37,0,1634586992,-17.9113,30.9486,1,1
ZWE,2018,2018-01-31,Newsday (Zimbabwe),Matabeleland North,Hwange Urban,Hwange,Protests,Protest with intervention,16,0,1618597729,-18.3693,26.5019,1,1
ZWE,2018,2018-01-27,Local Source,Mashonaland Central,Mount Darwin,Mt. Darwin,Violence against civilians,Attack,37,0,1634586993,-16.7833,31.5833,1,1
ZWE,2018,2018-01-26,Southern Eye,Midlands,Gweru Urban,Gweru,Riots,Mob violence,55,0,1618597729,-19.45,29.82,1,1
ZWE,2018,2018-01-26,Bulawayo24,Mashonaland Central,Mvurwi,Mvurwi,Strategic developments,Looting/property destruction,13,0,1618597729,-17.0333,30.85,2,1
ZWE,2018,2018-01-25,Bulawayo24,Matabeleland North,Bubi,Inyati,Violence against civilians,Attack,37,0,1618597729,-19.6756,28.8469,2,2
ZWE,2018,2018-01-25,Southern Eye,Midlands,Gweru Urban,Gweru,Riots,Mob violence,55,0,1618597729,-19.45,29.82,1,1
ZWE,2018,2018-01-25,Bulawayo24,Harare,Harare Urban,Mabvuku,Violence against civilians,Attack,37,0,1634586992,-17.85,31.1833,1,1
ZWE,2018,2018-01-24,Newsday (Zimbabwe),Mashonaland West,Norton,Norton,Protests,Peaceful protest,60,0,1618597729,-17.8833,30.7,1,1
ZWE,2018,2018-01-24,Bulawayo24,Matabeleland North,Bubi,Inyati,Violence against civilians,Sexual violence,37,0,1618597729,-19.6756,28.8469,2,2
ZWE,2018,2018-01-22,Newsday (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-19,Newsday (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1618597729,-20.15,28.58,1,1
ZWE,2018,2018-01-17,Bulawayo24,Matabeleland North,Bubi,Inyati,Battles,Armed clash,34,1,1618597729,-19.6756,28.8469,2,2
ZWE,2018,2018-01-16,Tajamuka,Harare,Harare Urban,Harare,Riots,Mob violence,15,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-16,Bulawayo24,Mashonaland Central,Mvurwi,Mvurwi,Riots,Violent demonstration,15,0,1638820343,-17.0333,30.85,2,1
ZWE,2018,2018-01-15,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-14,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597729,-19.25,32.2667,1,1
ZWE,2018,2018-01-13,Bulawayo24,Harare,Harare Urban,Harare,Riots,Mob violence,15,0,1618597729,-17.8277,31.0534,1,2
ZWE,2018,2018-01-12,Local Source,Manicaland,Chipinge Urban,Chipinge,Violence against civilians,Attack,17,0,1618597729,-20.2,32.6167,1,1
ZWE,2018,2018-01-12,Chronicle (Zimbabwe),Matabeleland North,Bubi,Inyati,Violence against civilians,Attack,37,0,1618597729,-19.6756,28.8469,1,1
ZWE,2018,2018-01-11,New Zimbabwe,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-11,Bulawayo24,Harare,Harare Urban,Harare,Riots,Violent demonstration,58,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-11,Newsday (Zimbabwe),Mashonaland Central,Mvurwi,Mvurwi,Violence against civilians,Attack,17,0,1618597729,-17.0333,30.85,1,1
ZWE,2018,2018-01-10,Local Source,Masvingo,Zaka,Zaka,Violence against civilians,Attack,37,0,1634586992,-20.35,31.45,1,1
ZWE,2018,2018-01-03,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597729,-17.8277,31.0534,1,1
ZWE,2018,2018-01-02,New Zimbabwe,Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597729,-20.15,28.58,1,1
ZWE,2018,2018-01-02,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586993,-17.8581,31.0372,1,1
ZWE,2018,2018-01-02,New Zimbabwe,Harare,Harare Urban,Harare,Battles,Armed clash,33,0,1634586993,-17.8277,31.0534,1,1
ZWE,2018,2018-01-01,Local Source,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,17,0,1634586993,-18.0127,31.0756,1,1
ZWE,2017,2017-12-31,New Zimbabwe,Bulawayo,Bulawayo,Bulawayo,Protests,Excessive force against protesters,16,0,1618597729,-20.15,28.58,1,1
ZWE,2017,2017-12-29,Bulawayo24,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-12-23,Zimbabwe Peace Project,Mashonaland East,Marondera,Ushewokunze,Riots,Violent demonstration,50,0,1618597729,-18.1667,31.2333,1,1
ZWE,2017,2017-12-22,Newsday (Zimbabwe),Mashonaland East,Goromonzi,Domboshava,Violence against civilians,Attack,17,0,1618597729,-17.6086,31.1751,1,1
ZWE,2017,2017-12-15,Zimbabwe Peace Project,Mashonaland West,Kadoma Urban,Rimuka,Violence against civilians,Attack,17,0,1618597729,-18.35,29.8833,1,3
ZWE,2017,2017-12-15,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Riots,Mob violence,15,0,1618597729,-20.15,28.58,1,1
ZWE,2017,2017-12-15,New Zimbabwe,Mashonaland East,Marondera Urban,Marondera,Riots,Violent demonstration,15,0,1618597729,-18.1833,31.55,1,1
ZWE,2017,2017-12-15,Zimbabwe Peace Project,Manicaland,Chimanimani,Chimanimani,Violence against civilians,Attack,17,0,1634586994,-19.8,32.8667,1,3
ZWE,2017,2017-12-15,Zimbabwe Peace Project,Mashonaland East,Marondera Urban,Marondera,Violence against civilians,Attack,37,0,1634586994,-18.1833,31.55,2,3
ZWE,2017,2017-12-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Magunje,Violence against civilians,Attack,37,0,1634586995,-16.85,29.4167,1,3
ZWE,2017,2017-12-13,Bulawayo24,Manicaland,Chipinge Urban,Chipinge,Violence against civilians,Attack,17,0,1618597729,-20.2,32.6167,2,2
ZWE,2017,2017-12-13,Bulawayo24,Mashonaland West,Norton,Norton,Violence against civilians,Attack,17,0,1634586992,-17.8833,30.7,2,2
ZWE,2017,2017-12-11,Bulawayo24,Bulawayo,Bulawayo,Makokoba,Riots,Mob violence,15,0,1618597729,-20.1419,28.5753,1,2
ZWE,2017,2017-12-11,Bulawayo24,Bulawayo,Bulawayo,Makokoba,Violence against civilians,Attack,17,0,1618597729,-20.1419,28.5753,1,1
ZWE,2017,2017-12-06,Newsday (Zimbabwe); Financial Gazette (Zimbabwe),Harare,Harare Urban,Harare,Battles,Armed clash,11,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-12-01,Newsday (Zimbabwe),Harare,Chitungwiza,Chitungwiza,Protests,Peaceful protest,60,0,1618597729,-18.0127,31.0756,1,1
ZWE,2017,2017-11-30,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1618597729,-20.15,28.58,1,1
ZWE,2017,2017-11-27,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586993,-17.8581,31.0372,1,1
ZWE,2017,2017-11-26,Bulawayo24,Mashonaland Central,Mount Darwin,Mt. Darwin,Strategic developments,Looting/property destruction,37,0,1618597729,-16.7833,31.5833,2,1
ZWE,2017,2017-11-26,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-25,Newsday (Zimbabwe),Matabeleland North,Victoria Falls,Victoria Falls,Violence against civilians,Attack,37,1,1618597729,-17.9333,25.8333,1,1
ZWE,2017,2017-11-25,Bulawayo24,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1634586992,-20.15,28.58,1,1
ZWE,2017,2017-11-25,Local Source,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,37,0,1634586992,-18.0127,31.0756,1,1
ZWE,2017,2017-11-23,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597729,-19.25,32.2667,1,1
ZWE,2017,2017-11-22,Herald (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597729,-17.8277,31.0534,1,2
ZWE,2017,2017-11-22,Local Source,Harare,Harare Urban,Waterfalls,Violence against civilians,Attack,17,0,1618597729,-17.9105,30.9922,1,1
ZWE,2017,2017-11-22,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597729,-17.8581,31.0372,1,1
ZWE,2017,2017-11-21,Local Source,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-21,Politics Web (South Africa),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-21,Newsday (Zimbabwe),Manicaland,Mutare Urban,Mutare,Riots,Violent demonstration,15,0,1618597729,-18.9707,32.6709,1,1
ZWE,2017,2017-11-20,GroundUp,Harare,Harare Urban,Mt. Pleasant,Protests,Peaceful protest,60,0,1618597729,-17.7769,31.0486,1,1
ZWE,2017,2017-11-20,News24 (South Africa),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-19,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,17,0,1634586993,-17.8581,31.0372,1,1
ZWE,2017,2017-11-18,Local Source,Harare,Harare Urban,Kuwadzana,Violence against civilians,Attack,37,0,1618597729,-17.8252,30.9263,1,1
ZWE,2017,2017-11-18,New Zimbabwe,Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1634586993,-20.15,28.58,1,1
ZWE,2017,2017-11-18,New Zimbabwe,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1634586993,-17.8277,31.0534,1,1
ZWE,2017,2017-11-17,Local Source,Mashonaland Central,Mazowe,Mazowe,Violence against civilians,Attack,17,0,1618597729,-17.5166,30.9667,1,1
ZWE,2017,2017-11-17,Local Source,Harare,Harare Urban,Mbare,Battles,Armed clash,13,0,1618597729,-17.8581,31.0372,1,1
ZWE,2017,2017-11-15,Bulawayo24,Harare,Harare Urban,Harare,Strategic developments,Looting/property destruction,17,0,1618597729,-17.8277,31.0534,1,2
ZWE,2017,2017-11-15,Bulawayo24,Harare,Harare Urban,Harare,Strategic developments,Arrests,11,0,1618597729,-17.8277,31.0534,1,2
ZWE,2017,2017-11-15,New Zimbabwe,Harare,Harare Urban,Harare,Battles,Armed clash,18,3,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-14,Local Source,Harare,Harare Urban,Harare,Riots,Mob violence,15,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-14,CNBC Africa,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597729,-17.8277,31.0534,1,1
ZWE,2017,2017-11-11,Local Source,Manicaland,Mutare,Marange,Violence against civilians,Attack,17,0,1618597729,-19.25,32.2667,1,1
ZWE,2017,2017-11-11,Newsday (Zimbabwe),Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597729,-17.8581,31.0372,1,1
ZWE,2017,2017-11-11,Local Source,Harare,Epworth,Epworth,Violence against civilians,Attack,37,0,1634586992,-17.8794,31.1244,1,1
